Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
504	-43.43392	-59.472	16.03808	0.0516741	0.050006	0.0182523	0.035665	0.048645	0.0731992	0.000188737	0.00663541	0.0108733	0.0252673	0.01626	0.0614414	0.05483	0.114528	0.0264177	0.0250732	0.0385738	0.106856	0.000340307	0.00156214	0.0595204	0.0640029	0.0385928	2.3602	0.183878	0.6739967	1.326003	0.0608925	0.255405	0.65323	1.53085	3.91536	16.4224	2.023613	1.967373	7.701415	0.0556589	0.0538623	0.0196599	0.0384153	0.0523963	0.0788439	0.000203292	0.0071471	0.0117118	0.0272158	0.0175139	0.0661795	0.0590582	0.12336	0.0284549	0.0270067	0.0415485	0.115097	0.00036655	0.00168261	0.0641103	0.0689384	0.0415689	0.299382	0.700618	0.2993821	0.9284058
540	-33.85955	-51.10185	17.2423	0.0268402	0.0186432	0.069393	0.0727986	0.045155	0.000990857	0.00798886	0.038381	0.0150545	0.0984682	0.0733078	0.0790389	0.0609936	0.00786349	0.0105468	0.0157216	0.0233584	0.0831848	0.000240727	0.00315663	0.187364	0.147291	0.0659148	2.14064	0.315617	0.4916969	1.508303	0.266218	0.52443	0.817613	1.22307	1.90683	3.75631	0.9569369	3.067546	4.069429	0.0233049	0.0161876	0.0602529	0.0632099	0.0392074	0.000860346	0.00693661	0.0333257	0.0130716	0.0854984	0.063652	0.0686283	0.0529598	0.00682775	0.0091576	0.0136508	0.0202817	0.0722281	0.000209019	0.00274085	0.162685	0.12789	0.0572328	0.862932	0.137068	0.8629317	1.151696
576	-36.22312	-54.55771	18.33459	0.0437573	0.0343357	0.0233655	0.00818888	0.0197143	0.000208497	0.00127131	0.0282732	0.027002	0.0296407	0.0215213	0.0793501	0.0217204	0.0219243	0.0220615	0.0111793	0.0135975	0.0183212	0.000677737	0.00863885	0.0894153	0.0142976	0.011246	2.1988	0.280718	1.03401	0.9659905	0.129626	0.369197	0.732812	1.36461	2.70858	7.7145	1.477303	0.9342181	4.699677	0.0796008	0.0624617	0.0425053	0.0148968	0.0358632	0.000379287	0.00231269	0.051433	0.0491206	0.0539207	0.0391503	0.14435	0.0395126	0.0398834	0.0401331	0.0203367	0.0247359	0.033329	0.0012329	0.0157153	0.16266	0.0260094	0.0204581	0.922344	0.0776559	0.9223441	0.5497084
612	-49.50283	-63.42565	13.92282	0.00971972	0.0202163	0.0159852	0.0577209	0.0074882	0.0828709	0.00840554	0.0186454	0.000885102	0.00400236	0.0178488	0.00511425	0.0455318	0.0303454	0.0285948	0.0112625	0.00139759	0.0229355	0.0107951	0.0314428	0.0119739	0.0312105	0.0206993	2.49871	0.100774	0.5676013	1.432399	0.0151542	0.129611	0.528641	1.89164	7.7154	65.9883	3.02928	2.5236	14.87713	0.0196322	0.0408335	0.0322873	0.116586	0.0151249	0.167385	0.0169777	0.0376605	0.00178775	0.00808407	0.0360516	0.0103299	0.0919663	0.0612924	0.0577565	0.0227483	0.0028229	0.0463257	0.0218043	0.063509	0.0241853	0.0630398	0.0418091	0.589354	0.410646	0.5893535	0.4950919
648	-36.20491	-53.086	16.88109	0.00698875	0.0383734	0.00359533	0.00767621	0.0352418	0.0379963	0.119114	0.0727239	0.00404968	0.067001	0.0276371	0.109322	0.241507	0.0415598	0.00673814	0.058466	0.0035253	0.0273596	0.0135179	0.0937795	0.0641862	0.0117706	0.076092	1.915	0.450999	0.2367282	1.763272	0.39564	0.636213	0.868416	1.15152	1.5718	2.52755	0.6704652	7.448509	2.547677	0.00598239	0.0328477	0.00307761	0.00657086	0.030167	0.032525	0.101962	0.0622518	0.00346654	0.057353	0.0236574	0.0935796	0.206731	0.0355753	0.00576787	0.050047	0.00301766	0.0234199	0.0115714	0.0802755	0.0549435	0.0100757	0.065135	0.160728	0.839272	0.1607282	1.168221
684	-31.78525	-52.62776	20.84251	0.0477397	0.0717587	0.00711862	0.00237684	0.0605281	0.0629158	0.037459	0.0606075	0.00422801	0.0319156	0.0511867	0.163597	0.162411	0.00219349	0.0418837	0.0567393	0.0158149	0.00379494	0.041781	0.146942	0.0121543	0.0283685	0.0690574	0.506181	1.29629	0.8302838	1.169716	0.224679	0.482787	0.796778	1.25505	2.07131	4.45079	1.0796	1.408815	0.2342906	0.0403694	0.0606802	0.00601961	0.00200989	0.0511834	0.0532025	0.0316759	0.0512506	0.00357527	0.0269883	0.0432843	0.13834	0.137337	0.00185485	0.0354175	0.0479796	0.0133733	0.00320906	0.0353306	0.124257	0.0102779	0.0239888	0.058396	0.863042	0.136958	0.8630419	1.182572
720	-27.68968	-50.01047	22.32079	0.0328621	0.0110527	0.0208184	0.0193765	0.11039	0.0476645	0.0135175	0.00512505	0.0501216	0.0576771	0.104384	0.143908	0.108299	0.00143591	0.00557057	0.0606223	0.0242608	0.0180126	0.031726	0.0196315	0.0125419	0.0078265	0.0329226	0.591039	1.24538	0.9867113	1.013289	0.921826	0.96108	0.987691	1.01246	1.0405	1.0848	0.05885656	1.026935	0.2847519	0.0349691	0.0117614	0.0221532	0.0206188	0.117468	0.0507205	0.0143842	0.00545365	0.0533351	0.0613751	0.111077	0.153135	0.115243	0.00152798	0.00592773	0.0645092	0.0258163	0.0191675	0.0337601	0.0208902	0.0133461	0.0083283	0.0350335	0.210543	0.789457	0.2105432	0.9397475
756	-39.98168	-56.18798	16.2063	0.11023	0.0256095	0.00390391	0.014147	0.0483211	0.0324449	0.0464083	0.00695568	0.0102588	0.286513	0.0133348	0.178873	0.0298406	0.00911455	0.0618367	0.100188	0.213184	0.0877575	0.0657915	0.0158225	0.18476	0.0232767	0.0755272	1.82554	0.504679	0.4315405	1.568459	0.0680602	0.269649	0.664385	1.50515	3.70852	14.6929	1.943148	3.634559	2.170334	0.0670457	0.0155766	0.0023745	0.0086047	0.0293906	0.0197341	0.0282272	0.00423069	0.00623975	0.174268	0.0081107	0.108797	0.0181501	0.0055438	0.0376113	0.0609377	0.129666	0.0533772	0.0400167	0.00962379	0.112378	0.0141577	0.0459384	0.940756	0.0592442	0.9407558	1.644099
792	-34.39961	-56.30018	21.90057	0.0780248	0.0105136	0.0407378	0.0574644	0.0589488	0.0242067	0.00601884	0.00848597	0.0949835	0.0694414	0.0135539	0.0682516	0.0248051	0.0543494	0.0564112	0.323124	0.0487787	0.0208335	0.0559659	0.00368192	0.0533831	0.0500235	0.0700227	1.43864	0.736816	1.665078	0.3349221	0.778037	0.884791	0.962532	1.03893	1.13021	1.28529	0.181477	0.201145	1.171505	0.0603902	0.00813738	0.0315305	0.0444767	0.0456256	0.0187357	0.00465851	0.00656804	0.073516	0.0537468	0.0104906	0.0528259	0.0191988	0.0420657	0.0436616	0.250094	0.0377541	0.0161248	0.0433169	0.00284976	0.0413179	0.0387176	0.0541967	0.369455	0.630545	0.3694552	1.292011
828	-40.23143	-58.02024	17.78881	0.046528	0.0135934	0.103526	0.0320843	0.257604	0.0267353	0.0823738	0.056285	0.0364147	0.207835	0.0586733	0.153949	0.058129	0.0234892	0.229832	0.0141654	0.0193857	0.0776277	0.0758757	0.0332186	0.0192292	0.00150649	0.0136773	1.90837	0.454977	1.012334	0.987666	0.0942563	0.316059	0.698131	1.4324	3.16396	10.6094	1.707699	0.9756326	2.516663	0.0283407	0.00827988	0.0630589	0.0195429	0.156909	0.0162848	0.0501748	0.0342838	0.0221806	0.126594	0.0357385	0.0937719	0.035407	0.0143075	0.139993	0.00862831	0.011808	0.0472838	0.0462167	0.0202338	0.0117127	0.000917618	0.00833099	0.206353	0.793647	0.2063529	1.641738
864	-42.00409	-60.40939	18.4053	0.0017733	0.0304281	0.00221251	0.0462528	0.0711691	0.00113281	0.0250482	0.0182065	0.00437945	0.0257392	0.0168396	0.0997397	0.00761633	0.00438405	0.0327629	0.00976343	0.0453494	0.0601689	0.026286	0.0297484	0.119658	0.0110432	0.000140862	1.29656	0.822065	0.4594747	1.540525	0.0835568	0.298022	0.685449	1.4589	3.35546	11.9679	1.794822	3.352797	0.9463181	0.00257059	0.0441087	0.00320727	0.0670484	0.103167	0.00164212	0.03631	0.0263922	0.00634847	0.0373117	0.0244108	0.144583	0.0110407	0.00635515	0.0474933	0.0141531	0.0657387	0.0872212	0.0381043	0.0431234	0.173457	0.0160084	0.000204195	0.567531	0.432469	0.5675312	0.6898425
900	-36.07365	-56.34658	20.27293	0.0162268	0.0315614	0.0700908	0.0705918	0.0953201	0.0345019	0.00588734	0.0556034	0.00441462	0.00664721	0.056334	0.0250825	0.0671727	0.0262989	0.0268141	0.132959	0.0528047	0.0561634	0.119157	0.0437265	0.0912024	0.129587	0.00630993	0.300337	1.4198	0.6355386	1.364461	0.131984	0.372457	0.734824	1.36087	2.68488	7.57669	1.464269	2.146937	0.1269209	0.0132522	0.0257758	0.0572423	0.0576515	0.0778468	0.0281773	0.00480812	0.0454107	0.00360537	0.0054287	0.0460073	0.0204846	0.0548592	0.021478	0.0218987	0.108586	0.043125	0.0458679	0.0973139	0.0357109	0.0744839	0.105832	0.00515324	0.885023	0.114977	0.8850227	1.224458
936	-31.85537	-53.71149	21.85612	0.132364	0.0131226	0.0315872	0.0274398	0.0354385	0.0958006	0.0309712	0.0765804	0.00105163	0.0450999	0.0623342	0.0174084	0.071151	0.00907966	0.0160284	0.0187398	0.00467082	0.0358642	0.17539	0.0626857	0.317272	0.0635503	0.054101	0.505681	1.29659	1.449109	0.5508912	0.246943	0.505555	0.808316	1.23714	1.97803	4.04951	1.011282	0.3801586	0.2340045	0.0946992	0.00938852	0.0225989	0.0196316	0.0253543	0.0685401	0.0221582	0.0547891	0.000752381	0.0322665	0.0445967	0.0124548	0.0509046	0.006496	0.0114674	0.0134073	0.00334171	0.0256589	0.125482	0.0448482	0.22699	0.0454667	0.0387063	0.576315	0.423685	0.5763145	1.397732
972	-39.67412	-56.3899	16.71578	0.0585848	0.066437	0.0257644	0.0499282	0.0081403	0.133421	0.000404292	0.0743282	0.0345532	0.0973349	0.0420414	0.123251	0.108265	0.0528468	0.0983674	0.0101542	0.0611387	0.0330784	0.0165946	0.0778964	0.0797522	0.0299417	0.0454168	1.34822	0.791067	0.2749465	1.725054	0.0701773	0.273708	0.667489	1.49815	3.65353	14.2496	1.920999	6.274144	1.022584	0.044127	0.0500414	0.0194062	0.0376067	0.00613141	0.100495	0.000304519	0.0559852	0.026026	0.0733142	0.0316662	0.0928346	0.0815467	0.0398051	0.0740919	0.00764828	0.0460506	0.0249152	0.0124993	0.0586728	0.0600706	0.0225526	0.0342087	0.507467	0.492533	0.5074668	1.327641
1008	-29.17842	-51.93934	22.76092	0.00418575	0.0152384	0.311269	0.0880664	0.0276485	0.0981139	0.00214042	0.114305	0.00456995	0.0952994	0.0456993	0.0981276	0.114585	0.0800094	0.00496139	0.0158692	0.0844171	0.0237676	0.124067	0.139238	0.0975081	0.0222756	0.273957	0.161247	1.50325	1.723776	0.2762238	0.432456	0.664428	0.880252	1.13604	1.50505	2.31237	0.6061299	0.1602434	0.06435914	0.00222018	0.00808264	0.165102	0.0467116	0.0146651	0.052041	0.00113531	0.0606288	0.00242397	0.0505481	0.0242395	0.0520482	0.0607776	0.0424381	0.00263159	0.00841722	0.044776	0.0126067	0.0658071	0.073854	0.0517197	0.0118153	0.145311	0.225315	0.774685	0.225315	1.885321
1044	-36.34469	-53.31931	16.97462	0.0101684	0.0187334	0.128093	0.024233	0.0627392	0.0125179	0.0029255	0.0624237	0.0829457	0.0600947	0.0746215	0.0806363	0.0887494	0.137077	0.00260976	0.0511797	0.083472	0.0591403	0.262366	0.148896	0.0802171	0.195281	0.0500989	1.31899	0.808609	0.2278102	1.77219	0.341859	0.592456	0.849323	1.17741	1.68789	2.92518	0.7761106	7.779238	0.9787069	0.00571508	0.010529	0.0719941	0.01362	0.0352622	0.00703558	0.00164426	0.0350849	0.0466191	0.0337759	0.0419405	0.0453211	0.0498811	0.0770433	0.0014668	0.0287652	0.0469149	0.0332394	0.147461	0.0836863	0.0450855	0.109757	0.0281578	0.811987	0.188013	0.8119874	1.779221
1080	-28.00746	-52.05559	24.04813	0.041469	0.0707752	0.0202806	0.0225603	0.0494306	0.0225943	0.0202506	0.0197116	0.00217896	0.0298715	0.169002	0.0487531	0.0352318	0.0553506	0.0480078	0.0165411	0.0486845	0.0497518	0.0143656	0.111385	0.00528225	0.0123944	0.02043	0.230727	1.46156	1.69752	0.30248	0.642515	0.805943	0.934907	1.06962	1.24078	1.55638	0.3198604	0.1781894	0.09471772	0.044385	0.0757519	0.0217066	0.0241467	0.0529064	0.024183	0.0216746	0.0210977	0.00233218	0.0319719	0.180886	0.0521813	0.0377091	0.0592427	0.0513835	0.0177042	0.0521079	0.0532502	0.0153757	0.119217	0.00565368	0.0132659	0.0218665	0.314537	0.685463	0.3145374	0.9343027
1116	-43.62021	-63.81031	20.1901	0.018735	0.00203825	0.0245395	0.0420569	0.077908	0.0059275	0.00462028	0.014019	0.0317027	0.0590692	0.0076175	0.0164985	0.00159168	0.00519731	0.0275921	0.00577201	0.00462069	0.0131189	0.0487378	0.000613181	0.00302622	0.00356779	0.0042705	0.793051	1.12417	0.9074828	1.092517	0.0655804	0.264812	0.660644	1.51368	3.77626	15.2485	1.969985	1.203898	0.4232733	0.0443075	0.00482036	0.0580348	0.0994629	0.184249	0.0140183	0.0109268	0.0331543	0.0749756	0.139696	0.0180151	0.0390181	0.00376426	0.0122914	0.0652542	0.0136505	0.0109277	0.0310256	0.115263	0.00145015	0.00715687	0.00843767	0.0100996	0.828071	0.171929	0.8280711	0.4228407
1152	-42.14175	-49.74427	7.602513	0.109659	0.00207885	0.0140684	0.00693644	0.0205791	0.0492236	0.0252633	0.0297748	0.000874729	0.0327675	0.0211002	0.035155	0.0530351	0.021631	0.218766	0.145312	0.00257658	0.0520986	0.0847499	0.0181066	0.0140162	0.136694	0.126732	2.652	0.00879918	0.3877911	1.612209	0.0121198	0.11623	0.510971	1.95706	8.60366	82.5093	3.190838	4.157416	180.8352	0.089796	0.0017023	0.0115201	0.00568002	0.0168516	0.0403076	0.0206873	0.0243816	0.000716287	0.0268322	0.0172783	0.0287873	0.0434287	0.0177129	0.179141	0.118991	0.00210988	0.0426618	0.0693989	0.0148269	0.0114774	0.111934	0.103777	0.349772	0.650228	0.3497721	1.221199
