Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
2664	-31.88896	-53.54724	21.65828	0.0352867	0.0141714	0.0187717	0.000828448	0.0565707	0.0284676	0.0111639	0.0321403	0.107379	0.0780467	0.0934926	0.0735159	0.0239788	0.0113518	0.0528457	0.00438275	0.0157358	0.00939178	0.00256295	0.0659072	0.014773	0.0416749	0.0667609	0.258311	1.44501	0.602088	1.397912	0.54483	0.743659	0.91174	1.0968	1.3447	1.83544	0.439107	2.321774	0.1072561	0.0410692	0.0164937	0.0218479	0.000964208	0.0658411	0.0331327	0.0129933	0.0374072	0.124976	0.0908364	0.108813	0.0855631	0.0279082	0.013212	0.0615057	0.00510096	0.0183145	0.0109308	0.00298294	0.0767076	0.0171939	0.0485043	0.0777012	0.534552	0.465448	0.5345522	0.8592006
2700	-30.77892	-53.09127	22.31235	0.00484969	0.00645863	0.0252404	0.0198847	0.0273625	0.00199312	0.00391663	0.0761275	0.0170384	0.0817596	0.0537628	0.0758038	0.0166771	0.0102071	0.155126	0.0067767	0.0354754	0.0225179	0.0906071	0.00817193	0.0179084	0.0280756	0.0260461	0.971389	1.01717	1.595037	0.4049625	0.33136	0.583511	0.845301	1.18301	1.71376	3.01787	0.7986667	0.253889	0.5729973	0.00597409	0.00795606	0.0310924	0.0244949	0.0337065	0.00245522	0.0048247	0.0937776	0.0209887	0.100716	0.0662276	0.0933789	0.0205437	0.0125737	0.191092	0.00834788	0.0437004	0.0277387	0.111614	0.0100666	0.0220604	0.034585	0.0320848	0.256016	0.743984	0.2560155	0.8117874
2736	-37.43309	-56.14269	18.7096	0.0527724	0.0165941	0.00197396	0.0367872	0.123452	0.0114929	0.00419363	0.0385696	0.0153261	0.0350387	0.0143297	0.0215186	0.0105432	0.0889031	0.0267598	0.00703075	0.0629092	0.0139009	0.0780444	0.0132035	0.0487451	0.0359547	0.0478148	0.764731	1.14116	0.6270899	1.37291	0.0239323	0.161967	0.566703	1.76459	6.17409	41.7845	2.698873	2.189335	0.4020803	0.065486	0.0205918	0.00244951	0.0456497	0.153193	0.0142617	0.00520392	0.0478615	0.0190184	0.04348	0.0177819	0.0267028	0.0130832	0.110321	0.0332065	0.00872455	0.0780648	0.0172498	0.0968463	0.0163844	0.0604885	0.0446167	0.059334	0.349803	0.650197	0.3498029	0.8058583
2772	-41.36782	-59.82077	18.45295	0.0684928	0.0323566	0.0114643	0.0691401	0.0384863	0.0445562	0.00301051	0.0496376	0.0156976	0.00247333	0.0241983	0.0219725	0.140278	0.0446474	0.0351155	0.00891061	0.00420777	0.0592786	0.0571352	0.0164643	0.0575531	0.00677648	0.0162193	1.01204	0.992774	0.381533	1.618467	0.0893149	0.307867	0.692434	1.44418	3.24816	11.1963	1.746636	4.24201	0.6116461	0.0827135	0.0390746	0.0138445	0.0834953	0.0464769	0.0538071	0.00363557	0.0599436	0.0189568	0.00298685	0.0292224	0.0265345	0.169403	0.0539172	0.0424062	0.0107607	0.0050814	0.0715862	0.0689978	0.0198827	0.0695025	0.00818344	0.0195868	0.660827	0.339173	0.6608267	0.8280728
2808	-37.81111	-58.57695	20.76584	0.0484574	0.0551446	0.0164169	0.0162937	0.126123	0.0280471	0.0304631	0.0794761	0.0115655	0.00410692	0.0929019	0.0531652	0.0263156	0.211153	0.028611	0.0119865	0.0237618	0.116368	0.127234	0.0239854	0.00474898	0.0624062	0.00592718	1.30191	0.818854	1.111016	0.8889844	0.458599	0.683723	0.888149	1.12594	1.46258	2.18055	0.5636891	0.8001548	0.9539495	0.0402249	0.0457761	0.0136278	0.0135256	0.104696	0.0232821	0.0252877	0.0659739	0.00960065	0.00340919	0.0771188	0.044133	0.0218448	0.17528	0.0237503	0.00995013	0.0197249	0.0965983	0.105618	0.0199106	0.00394217	0.051804	0.00492021	0.498922	0.501078	0.4989217	1.204659
2844	-38.14238	-53.07371	14.93132	0.0419577	0.133657	0.00247268	0.100189	0.0263526	0.0117405	0.0359399	0.0488761	0.0155513	0.0539363	0.00989081	0.0483242	0.151651	0.159958	0.0100507	0.0119422	0.0108505	0.157742	0.183709	0.0405262	0.0581269	0.0222075	0.0591262	2.19977	0.280141	0.318651	1.681349	0.0594002	0.252333	0.650769	1.53664	3.96302	16.835	2.041554	5.27646	4.711411	0.030082	0.0958267	0.00177281	0.0718315	0.0188937	0.00841747	0.0257675	0.0350422	0.0111497	0.0386702	0.00709132	0.0346465	0.108728	0.114683	0.00720598	0.00856211	0.0077794	0.113094	0.131712	0.0290557	0.0416747	0.0159219	0.0423911	0.475071	0.524929	0.4750705	1.394777
2880	-39.47341	-54.41509	14.94168	0.00456729	0.0489838	0.0612745	0.00120193	0.00212288	0.0181038	0.00215932	0.00877982	0.01177	0.03773	0.00440275	0.00547603	0.0484191	0.0363396	0.0115047	0.000158633	0.00158575	0.0139802	0.0614507	0.0102823	0.00400143	0.0137587	0.0571064	2.34691	0.191854	0.4798139	1.520186	0.0196261	0.147032	0.549854	1.81866	6.80126	50.9527	2.842309	3.168283	7.33966	0.00981875	0.105305	0.131728	0.0025839	0.00456377	0.0389196	0.00464209	0.0188748	0.0253032	0.0811119	0.00946503	0.0117724	0.104091	0.0781228	0.0247328	0.00034103	0.00340904	0.0300546	0.132107	0.0221048	0.00860227	0.0295785	0.122767	0.830216	0.169784	0.8302162	0.4651597
2916	-35.8266	-54.31938	18.49277	0.163068	0.0650157	0.160527	0.0977709	0.0390257	0.111624	0.0937119	0.00102273	0.012305	0.245877	0.00944445	0.37799	0.130193	0.000460967	0.117457	0.135605	0.227797	0.0600745	0.0928813	0.0484702	0.00705603	0.0170252	0.167172	1.08729	0.947627	0.5505095	1.44949	0.788813	0.890746	0.964549	1.03675	1.12265	1.26773	0.1715306	2.632998	0.6884272	0.0684708	0.0272995	0.0674038	0.041053	0.0163865	0.04687	0.0393487	0.000429433	0.00516673	0.103241	0.00396563	0.158714	0.0546667	0.000193555	0.0493189	0.0569392	0.0956497	0.0252247	0.0389999	0.0203521	0.00296276	0.00714872	0.0701941	0.552494	0.447506	0.5524944	2.381575
2952	-47.78116	-64.46822	16.68707	0.0299394	0.0295413	0.0390499	0.0252785	0.0747816	0.104071	0.054682	0.00773363	0.00418733	0.0100172	0.00162191	0.0210133	0.0983476	0.00449799	0.01509	0.0181754	0.00242243	0.0522454	0.0512053	0.271499	0.010607	0.0263543	0.0118248	0.555917	1.26645	0.357215	1.642785	0.0043485	0.0705038	0.437183	2.28737	14.1836	229.964	3.931993	4.598868	0.2633743	0.0310515	0.0306386	0.0405004	0.0262175	0.0775593	0.107936	0.0567131	0.00802089	0.00434287	0.0103893	0.00168215	0.0217938	0.102001	0.00466506	0.0156505	0.0188506	0.00251241	0.054186	0.0531073	0.281583	0.011001	0.0273332	0.0122641	0.444253	0.555747	0.4442532	0.9641859
2988	-40.83606	-56.32964	15.49358	0.113472	0.339587	0.111174	0.019636	0.102716	0.0676201	0.0168601	0.105239	0.0159969	0.121031	0.0900963	0.199312	0.0946824	0.359358	0.188282	0.356074	0.348597	0.132299	0.143668	0.105834	0.0962041	0.00667449	0.66423	1.31086	0.813481	0.48898	1.51102	0.679811	0.828429	0.942968	1.06048	1.2071	1.471	0.2790615	3.090147	0.9668552	0.0298718	0.089397	0.0292666	0.0051692	0.0270401	0.0178011	0.00443846	0.0277044	0.0042112	0.0318617	0.023718	0.0524693	0.0249253	0.0946018	0.0495655	0.0937371	0.0917689	0.0348278	0.0378208	0.0278611	0.0253259	0.00175707	0.17486	0.643135	0.356865	0.643135	3.798644
3024	-36.15268	-57.83873	21.68605	0.0283517	0.0881769	0.0732717	0.0502891	0.0563046	0.0125306	0.0248542	0.0084892	0.00109981	0.158742	0.00800534	0.0995954	0.0720861	0.0773719	0.121796	0.150816	0.0716374	0.108765	0.249817	0.196958	0.0305116	0.00810271	0.0495783	0.263008	1.4422	1.668535	0.331465	0.116099	0.349876	0.720625	1.38768	2.85816	8.61336	1.556995	0.1986563	0.1094198	0.0162274	0.050469	0.0419378	0.0287835	0.0322265	0.00717202	0.0142255	0.00485888	0.000629485	0.0908575	0.00458194	0.0570045	0.0412592	0.0442846	0.0697113	0.0863209	0.0410024	0.0622529	0.142985	0.112731	0.0174636	0.00463767	0.0283767	0.324375	0.675625	0.3243751	1.747151
3060	-38.03588	-54.51697	16.48108	0.318714	0.0820882	0.00429532	0.0636736	0.0712577	0.151003	0.0217767	0.0487296	0.00910276	0.305663	0.0231694	0.0122686	0.0301673	0.0525038	0.277265	0.0436746	0.0452088	0.116478	0.0625501	0.13108	0.0781568	0.0605159	0.0880168	1.70473	0.577161	0.4137449	1.586255	0.19796	0.453878	0.781576	1.27947	2.20323	5.05152	1.171147	3.833896	1.772192	0.15196	0.0391388	0.00204797	0.030359	0.033975	0.0719966	0.0103829	0.0232338	0.00434011	0.145737	0.011047	0.00584957	0.0143835	0.0250333	0.132197	0.0208236	0.0215551	0.0555357	0.0298233	0.0624974	0.0372644	0.0288534	0.0419655	0.945961	0.0540389	0.9459611	2.097358
3096	-41.33172	-58.34005	17.00833	0.109186	0.0466464	0.0153966	0.00337834	0.0218651	0.0952391	0.0823186	0.0150901	0.0194074	0.00452891	0.191866	0.113935	0.0412629	0.00462834	0.0185895	0.0800764	0.108596	0.119118	0.111947	0.0823705	0.085204	0.180382	0.0418131	0.759018	1.14459	0.1881105	1.81189	0.131023	0.371132	0.734008	1.36238	2.69446	7.63225	1.469552	9.632051	0.3978814	0.068548	0.029285	0.00966609	0.00212095	0.0137271	0.0597918	0.0516802	0.00947367	0.0121841	0.00284329	0.120455	0.0715295	0.0259052	0.00290571	0.0116706	0.0502726	0.0681772	0.074783	0.0702811	0.0517128	0.0534917	0.113245	0.0262506	0.760262	0.239738	0.7602621	1.592845
3132	-35.46509	-53.16851	17.70342	0.114192	0.140654	0.0225409	0.00886545	0.0301147	0.0139104	0.157654	0.0847133	0.0429794	0.108211	0.11832	0.109944	0.067867	0.00360863	0.131927	0.00815608	0.0837955	0.0488883	0.0866673	0.173156	0.0419409	0.188936	0.262707	1.79054	0.525676	0.6027085	1.397292	0.503614	0.71567	0.900893	1.11001	1.39729	1.98565	0.4959849	2.318354	2.0437	0.0557103	0.06862	0.0109969	0.00432514	0.0146919	0.00678639	0.0769137	0.0413286	0.0209681	0.0527925	0.0577243	0.0536379	0.0331099	0.00176052	0.0643624	0.00397906	0.0408809	0.0238509	0.0422819	0.0844767	0.0204615	0.092175	0.128165	0.993809	0.00619104	0.993809	2.04975
3168	-30.47108	-51.48114	21.01006	0.0783064	0.0255034	0.0223103	0.000624	0.0228598	0.0162261	0.0120186	0.00272395	0.0207514	0.111475	0.00632925	0.044973	0.0389116	0.0461433	0.0345172	0.0277696	0.00460203	0.0034641	0.0799246	0.00290827	0.0239152	0.0596571	0.036512	1.44397	0.733617	1.313273	0.6867272	0.274421	0.532248	0.821396	1.21744	1.87882	3.64404	0.9349955	0.5229129	1.180973	0.108394	0.0353025	0.0308825	0.000863756	0.0316431	0.0224605	0.0166364	0.00377056	0.0287246	0.154306	0.00876111	0.0622528	0.0538623	0.0638727	0.0477795	0.0384394	0.00637024	0.00479509	0.110634	0.0040257	0.033104	0.0825789	0.0505409	0.825161	0.174839	0.8251608	0.7224261
3204	-34.71438	-57.67871	22.96433	0.0725888	0.0189286	0.02627	0.0488159	0.0520732	0.0311779	0.030171	0.00237196	0.0605571	0.218521	0.0239067	0.13761	0.125282	0.00835208	0.0495047	0.0171987	0.00260603	0.0219058	0.151658	0.0150442	0.0343324	0.156036	0.0562917	0.595329	1.2428	1.641952	0.3580476	0.762316	0.876026	0.959547	1.04216	1.14152	1.31179	0.1962369	0.2180621	0.2874129	0.0533269	0.0139058	0.0192991	0.0358623	0.0382553	0.0229046	0.0221649	0.00174254	0.0444879	0.160535	0.0175629	0.101094	0.0920377	0.00613581	0.0363683	0.0126349	0.0019145	0.0160929	0.111415	0.0110521	0.0252221	0.114631	0.0413544	0.517053	0.482947	0.5170528	1.361204
3240	-37.34343	-59.04362	21.70019	0.133709	0.0354096	0.0105089	0.078599	0.056331	0.0787708	0.00562478	0.00903035	0.0424018	0.0851595	0.0515615	0.0940249	0.0670786	0.00957854	0.0062986	0.0210431	0.00162944	0.0100987	0.0310426	0.0398323	0.0615267	0.0303878	0.0392865	0.525996	1.2844	1.156572	0.843428	0.233897	0.492347	0.801668	1.2474	2.03109	4.27539	1.050529	0.7292481	0.2457156	0.133852	0.0354474	0.0105201	0.0786829	0.0563911	0.0788548	0.00563078	0.00903998	0.0424471	0.0852504	0.0516165	0.0941252	0.0671502	0.00958875	0.00630532	0.0210656	0.00163118	0.0101095	0.0310757	0.0398748	0.0615924	0.0304202	0.0393284	0.900663	0.0993365	0.9006635	0.9989345
3276	-44.22321	-61.53636	17.31315	0.0687383	0.0163293	0.0231832	0.0506042	0.00686221	0.00155759	0.0200333	0.0218841	0.0422779	0.131785	0.0509762	0.104571	0.0835693	0.109703	0.0534792	0.145949	0.0119674	0.0541219	0.0524094	0.036401	0.0130217	0.0330539	0.013043	1.63754	0.617477	0.5222638	1.477736	0.0508486	0.23391	0.635557	1.57342	4.27515	19.6662	2.153952	2.829482	1.591189	0.0600062	0.014255	0.0202381	0.0441757	0.00599048	0.00135973	0.0174884	0.0191041	0.0369072	0.115043	0.0445004	0.0912873	0.0729531	0.0957667	0.0466855	0.127408	0.0104471	0.0472465	0.0457516	0.0317769	0.0113675	0.0288549	0.0113861	0.816591	0.183409	0.8165906	1.145521
3312	-52.30641	-67.17923	14.87282	0.104046	0.0300378	0.0440655	0.0163497	0.0258019	0.00130884	0.180707	0.0313274	0.00100891	0.193869	0.00365019	0.103634	0.111009	0.0626065	0.0704466	0.050346	0.0194507	0.0332738	0.177975	0.0183286	0.0651292	0.125061	0.0156316	1.57802	0.653189	0.5661708	1.433829	0.00222667	0.050868	0.394852	2.53259	19.6587	449.101	4.415962	2.532503	1.449519	0.0700618	0.0202266	0.0296724	0.0110094	0.0173743	0.000881337	0.121683	0.021095	0.000679369	0.130546	0.00245794	0.0697845	0.0747501	0.0421574	0.0474368	0.0339016	0.0130975	0.0224057	0.119843	0.012342	0.0438561	0.0842127	0.0105259	0.938376	0.0616244	0.9383756	1.485064
3348	-38.76591	-59.74533	20.97942	0.0946082	0.114843	0.0313416	0.0778112	0.0830904	0.00542961	0.0661343	0.135156	0.00500154	0.0341468	0.0644319	0.160116	0.0584314	0.154756	0.169106	0.0022271	0.0531058	0.0387364	0.0270219	0.0224268	0.116295	0.0224169	0.012548	0.391808	1.36492	1.086098	0.9139016	0.192845	0.44812	0.778469	1.28457	2.23154	5.1855	1.190075	0.8414537	0.1722339	0.0610698	0.0741313	0.0202311	0.0502273	0.053635	0.00350482	0.0426898	0.0872434	0.0032285	0.0220418	0.0415909	0.103355	0.0377176	0.0998951	0.109158	0.0014376	0.0342799	0.0250044	0.0174427	0.0144765	0.0750689	0.0144701	0.00809976	0.372223	0.627777	0.3722233	1.549182
3384	-37.59814	-53.933	16.33485	0.123239	0.0413268	0.0240866	0.0255694	0.0205303	0.0818171	0.148056	0.0174876	0.0421356	0.116058	0.0801058	0.232687	0.242672	0.0399956	0.103378	0.172831	0.0757389	0.0664197	0.148855	0.113033	0.0581685	0.161167	0.324641	0.856011	1.08639	0.1447578	1.855242	0.708285	0.845174	0.948874	1.05388	1.18319	1.41186	0.2493928	12.81618	0.4727631	0.050097	0.0167995	0.00979131	0.0103941	0.00834565	0.033259	0.0601856	0.0071088	0.0171283	0.047178	0.0325634	0.0945881	0.0986471	0.0162584	0.0420238	0.0702565	0.0307882	0.0269999	0.0605101	0.0459484	0.0236457	0.0655152	0.131968	0.26832	0.73168	0.2683198	2.459998
3420	-30.46296	-53.22113	22.75818	0.0766624	0.0164824	0.0193035	0.0481156	0.0228284	0.00496885	0.0166629	0.0546209	0.0217445	0.0609483	0.0112825	0.0873013	0.0546287	0.00236474	0.0483565	0.048586	0.015856	0.00668023	0.0486839	0.00282623	0.0269714	0.0527749	0.0738593	0.543485	1.27391	1.202595	0.797405	0.747124	0.867468	0.956613	1.04536	1.15278	1.33847	0.2107919	0.6630703	0.2559769	0.0932055	0.0200391	0.023469	0.0584985	0.0277546	0.00604108	0.0202586	0.0664076	0.0264367	0.0741005	0.0137172	0.10614	0.0664171	0.00287504	0.0587914	0.0590705	0.0192776	0.00812177	0.0591894	0.00343611	0.0327916	0.0641633	0.0897975	0.711346	0.288654	0.7113455	0.8225095
3456	-41.01078	-57.48085	16.47007	0.0481876	0.112699	0.0976163	0.0559024	0.134493	0.0849846	0.113395	0.0587819	0.0487787	0.117474	0.034199	0.0418115	0.00540753	0.54036	0.151235	0.137263	0.189499	0.0325426	0.184699	0.063869	0.0656442	0.223883	0.29985	0.48118	1.31129	0.1499843	1.850016	0.865835	0.932152	0.978319	1.02216	1.07279	1.15495	0.104166	12.33473	0.2201705	0.0169521	0.0396468	0.0343408	0.0196661	0.0473136	0.029897	0.0398917	0.0206791	0.01716	0.0413267	0.012031	0.014709	0.00190234	0.190095	0.0532036	0.0482881	0.0666646	0.0114483	0.0649761	0.0224687	0.0230932	0.0787605	0.105485	0.631394	0.368606	0.631394	2.842576
3492	-31.23761	-52.50484	21.26723	0.0010324	0.0106121	0.000735366	0.000878396	0.0103491	0.00139907	0.000936128	0.00151306	0.00187737	0.00545034	0.0020726	0.00201642	0.00342112	0.00110115	0.00730547	0.00752405	0.00357645	0.000261728	0.00516441	0.000348404	0.00478016	0.000802485	0.00105219	0.462533	1.32248	1.788996	0.2110043	0.0551237	0.243303	0.643412	1.55421	4.1101	18.141	2.095581	0.1179457	0.2098478	0.0139119	0.143001	0.00990925	0.0118366	0.139457	0.0188529	0.0126146	0.0203889	0.025298	0.0734449	0.0279289	0.0271719	0.0461005	0.0148383	0.0984432	0.101389	0.0481936	0.00352685	0.0695918	0.00469484	0.064414	0.0108137	0.0141785	0.228615	0.771385	0.2286154	0.07421
3528	-36.08642	-55.02612	18.9397	0.00490326	0.0659714	0.00215669	0.138495	0.00114807	0.00149696	0.0224536	0.0779551	0.0185279	0.19691	0.00451509	0.130906	0.0330462	0.0178116	0.101832	0.0915876	0.100858	0.0539815	0.113498	0.0118205	0.210709	0.128673	0.00863369	0.458065	1.32516	0.2167765	1.783223	0.655544	0.813873	0.937768	1.06636	1.22869	1.52545	0.3053442	8.226092	0.2074003	0.0031883	0.0428973	0.00140237	0.0900552	0.00074652	0.000973384	0.0146003	0.0506896	0.0120476	0.128039	0.0029359	0.0851204	0.021488	0.0115819	0.0662153	0.059554	0.065582	0.035101	0.0738011	0.0076862	0.137012	0.0836687	0.00561398	0.957668	0.0423322	0.9576678	1.537891
3564	-36.59761	-55.3247	18.72709	0.017353	0.134314	0.0233603	0.00283203	0.0146969	0.0548481	0.000349867	0.0212757	0.0191346	0.126322	0.0427113	0.173868	0.099902	0.0261019	0.0288664	0.213711	0.0760798	0.0211822	0.0919584	0.00369855	0.222726	0.0481538	0.0412519	0.934762	1.03914	0.552025	1.447975	0.134664	0.376126	0.737075	1.35671	2.65869	7.42591	1.449735	2.623024	0.5397308	0.0115325	0.0892633	0.0155249	0.00188213	0.00976735	0.0364512	0.000232516	0.0141395	0.0127166	0.0839519	0.0283853	0.11555	0.0663934	0.0173469	0.0191842	0.142029	0.0505615	0.0140773	0.0611142	0.002458	0.148021	0.0320023	0.0274154	0.59028	0.40972	0.59028	1.504698
3600	-29.71061	-51.78936	22.07875	0.0178457	0.0425081	0.0182841	0.0110848	0.105645	0.001428	0.0213768	0.0935919	0.0190924	0.109223	0.0275692	0.202903	0.00558804	0.0053124	0.0695434	0.039497	0.0142534	0.0527589	0.0322967	0.071962	0.0303128	0.0615999	0.0195646	0.8109	1.11346	1.578118	0.4218817	0.258419	0.516879	0.813922	1.22862	1.93469	3.86969	0.9784374	0.2673321	0.436962	0.0166279	0.0396072	0.0170363	0.0103283	0.0984355	0.00133055	0.019918	0.0872049	0.0177895	0.101769	0.0256877	0.189056	0.0052067	0.00494987	0.0647975	0.0368016	0.0132807	0.0491585	0.0300927	0.067051	0.0282442	0.0573962	0.0182294	0.952222	0.0477784	0.9522216	1.073242
3636	-41.16382	-57.36736	16.20353	0.00196766	0.0110978	0.0681446	0.00483593	0.185539	0.0171175	0.129518	0.149727	0.00138572	0.489654	0.0955954	0.160479	0.298089	0.111167	0.148473	0.0110988	0.137085	0.00708266	0.239919	0.0715245	0.0817733	0.468895	0.0597792	1.37343	0.775942	0.3147041	1.685296	0.783149	0.887621	0.963492	1.03789	1.12661	1.2769	0.1767417	5.355176	1.062011	0.000667015	0.00376205	0.0231003	0.00163933	0.0628957	0.00580263	0.0439053	0.050756	0.000469744	0.165987	0.0324058	0.0544005	0.101049	0.0376843	0.0503306	0.00376237	0.0464702	0.00240094	0.0813299	0.024246	0.0277203	0.15895	0.0202645	0.926684	0.073316	0.926684	2.949947
3672	-43.31957	-58.49025	15.17067	0.0205449	0.132632	0.00343368	0.0594729	0.0504258	0.0141806	0.122314	0.00479844	0.045526	0.125725	0.0279659	0.0252257	0.123831	0.17109	0.0182662	0.119873	0.0166692	0.102522	0.136367	0.00406272	0.106733	0.171896	0.037583	1.31619	0.810286	0.117996	1.882004	0.105101	0.3333	0.709795	1.40886	3.0003	9.51468	1.628955	15.94973	0.9746116	0.0125187	0.0808168	0.00209225	0.0362388	0.0307261	0.00864072	0.0745302	0.00292385	0.0277405	0.0766083	0.0170406	0.0153709	0.0754544	0.104251	0.0111302	0.0730425	0.0101571	0.06247	0.0830929	0.00247555	0.0650359	0.104742	0.0229006	0.637759	0.362241	0.6377592	1.641138
3708	-39.99055	-56.69623	16.70568	0.0201474	0.0794717	0.00417855	0.0728417	0.0378589	0.0492997	0.00538517	0.261914	0.0555773	0.180288	0.0285374	0.0485694	0.110088	0.0385743	0.136982	0.108293	0.0247554	0.0511484	0.0453409	0.0186122	0.0145708	0.0198925	0.0690811	0.495959	1.30242	0.06891656	1.931083	0.503659	0.7157	0.900905	1.11	1.39723	1.98547	0.495921	28.0206	0.2284778	0.0136002	0.0536461	0.00282066	0.0491706	0.025556	0.033279	0.00363517	0.176801	0.0375166	0.121701	0.0192637	0.032786	0.0743131	0.0260389	0.0924676	0.0731011	0.0167107	0.0345269	0.0306066	0.0125638	0.00983575	0.0134281	0.0466321	0.850999	0.149001	0.8509992	1.481408
3744	-44.29268	-59.7114	15.41871	0.00902785	0.092289	0.0710628	0.0570735	0.099926	0.0155331	0.0107507	0.0147083	0.0232932	0.176279	0.135999	0.0163026	0.0356939	0.0802739	0.0799853	0.0989033	0.142079	0.0629825	0.0659682	0.132265	0.159884	0.108182	0.0104161	2.07507	0.35496	0.4206807	1.579319	0.0621226	0.257908	0.655221	1.5262	3.87735	16.0972	2.009152	3.7542	3.507553	0.00531401	0.0543235	0.0418293	0.0335949	0.0588188	0.00914314	0.00632813	0.00865766	0.0137109	0.103762	0.0800521	0.00959607	0.0210103	0.0472511	0.0470812	0.0582168	0.0836311	0.037073	0.0388305	0.0778542	0.0941114	0.0636785	0.00613116	0.636579	0.363421	0.6365787	1.698878
3780	-42.83561	-59.40677	16.57116	0.223955	0.370094	0.0177549	0.139508	0.211845	0.00615424	0.0605826	0.162983	0.0109614	0.0608202	0.0305846	0.00923887	0.000147054	0.207427	0.0900143	0.0636254	0.144472	0.0403447	0.0258912	0.0577229	0.00434158	0.0435037	0.300958	0.705922	1.17645	0.2329107	1.767089	0.159163	0.408072	0.756061	1.32264	2.45055	6.28285	1.328874	7.58698	0.3600273	0.0980997	0.162114	0.00777723	0.0611093	0.0927951	0.00269577	0.0265372	0.071392	0.00480145	0.0266413	0.0133971	0.00404694	6.44146e-05	0.0908601	0.0394293	0.0278701	0.0632834	0.0176723	0.0113412	0.0252846	0.00190176	0.0190561	0.13183	0.917641	0.0823593	0.9176407	2.282929
3816	-39.11258	-56.33732	17.22475	0.137987	0.0611741	0.00264833	0.0128329	0.0917117	0.00631616	0.00922447	0.0376623	0.00224726	0.0680459	0.0537292	0.0033673	0.00101711	0.0141459	0.0940507	0.0715388	0.090065	0.00554416	0.0517086	0.0332045	0.0194133	0.00512983	0.120499	1.70815	0.575107	0.5362532	1.463747	0.0403421	0.208942	0.613565	1.62982	4.78603	24.788	2.321312	2.729581	1.78209	0.138923	0.0615889	0.00266629	0.0129199	0.0923336	0.006359	0.00928702	0.0379177	0.0022625	0.0685074	0.0540936	0.00339014	0.00102401	0.0142418	0.0946885	0.0720239	0.0906758	0.00558176	0.0520592	0.0334297	0.0195449	0.00516462	0.121317	0.771553	0.228447	0.7715527	0.993264
3852	-37.29539	-52.68394	15.38854	0.0695561	0.0422548	0.0206174	0.00886661	0.0906715	0.155709	0.0671451	0.0158252	0.00760055	0.0651222	0.0462075	0.00148308	0.0721595	0.0878005	0.0263145	0.015489	0.00795649	0.00220199	0.0301937	0.00553394	0.0333048	0.0752901	0.0190236	1.71949	0.568309	0.110639	1.889361	0.134883	0.376424	0.737258	1.35638	2.65658	7.41384	1.448559	17.07681	1.815371	0.0719799	0.0437272	0.0213358	0.00917558	0.0938311	0.161135	0.0694849	0.0163767	0.00786541	0.0673915	0.0478177	0.00153476	0.074674	0.09086	0.0272314	0.0160287	0.00823374	0.00227872	0.0312459	0.00572678	0.0344653	0.0779137	0.0196865	0.430669	0.569331	0.4306689	0.9663268
3888	-38.72847	-54.92133	16.19286	0.0156322	0.161559	0.00142577	0.00531789	0.120803	0.0801498	0.140141	0.0258261	0.0302382	0.0170853	0.0383407	0.0219704	0.0508763	0.058717	0.0137619	0.0427714	0.00168266	0.0544846	0.00872385	0.0306483	0.0707783	0.0154392	0.0246576	1.842	0.494797	0.2005542	1.799446	0.147401	0.393075	0.747281	1.33819	2.54404	6.78422	1.384387	8.972368	2.233649	0.0151618	0.156697	0.00138286	0.00515784	0.117167	0.0777376	0.135923	0.0250489	0.0293281	0.0165711	0.0371868	0.0213092	0.0493451	0.0569499	0.0133477	0.0414842	0.00163202	0.0528448	0.00846129	0.0297259	0.0686482	0.0149746	0.0239155	0.619795	0.380205	0.6197947	1.03103
