Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
8964	-40.85375	-58.39963	17.54588	0.121254	0.0777909	0.0153528	0.0642826	0.0295506	0.0819032	0.143543	0.00538546	0.0157851	0.101702	0.206354	0.205074	0.00145228	0.0298947	0.0282782	0.221871	0.00342014	0.0556395	0.0704386	0.0530051	0.0209198	0.009408	0.0488891	1.24198	0.854809	0.438207	1.561793	0.100705	0.326426	0.705196	1.41805	3.06348	9.93002	1.65985	3.564053	0.8717625	0.075257	0.0482815	0.00952883	0.0398975	0.0183408	0.0508338	0.089091	0.00334253	0.00979714	0.0631219	0.128076	0.127281	0.000901371	0.0185544	0.0175511	0.137706	0.00212274	0.0345331	0.0437182	0.032898	0.0129841	0.00583915	0.0303434	0.937849	0.0621507	0.9378493	1.611194
9000	-34.93065	-54.57197	19.64132	0.0071274	0.00804823	0.0171619	0.0429642	0.350197	0.0742169	0.229144	0.108019	0.104774	0.0725674	0.0738157	0.260393	0.00016554	0.0537709	0.160938	0.256203	0.172978	0.103328	0.144724	0.0885759	0.00335928	0.0975835	0.00305922	0.486623	1.30803	0.7435277	1.256472	0.633471	0.80039	0.932893	1.07193	1.24939	1.5786	0.3301103	1.68988	0.223217	0.00292933	0.00330779	0.00705347	0.0176581	0.143929	0.0305028	0.0941773	0.0443954	0.0430618	0.0298249	0.0303379	0.10702	6.8036e-05	0.0220996	0.0661449	0.105298	0.0710933	0.0424676	0.059481	0.0364043	0.00138065	0.0401064	0.00125733	0.607119	0.392881	0.6071193	2.433116
9036	-30.47869	-52.06456	21.58587	0.015228	0.0191066	0.00220776	0.0145753	0.030378	0.00803298	0.0520059	0.00256428	0.00884165	0.0735294	0.0181071	0.0659971	0.0691675	0.083898	0.00928852	0.10035	0.0237344	0.0395457	0.131036	0.0170145	0.0155223	0.0163964	0.00523267	0.78782	1.12731	1.233962	0.7660384	0.222573	0.480574	0.795637	1.25685	2.08084	4.49291	1.086412	0.620796	0.4193103	0.018531	0.0232509	0.00268662	0.0177367	0.036967	0.00977534	0.063286	0.00312048	0.0107594	0.089478	0.0220346	0.0803119	0.08417	0.102096	0.0113032	0.122116	0.0288824	0.0481232	0.159457	0.020705	0.0188891	0.0199527	0.00636764	0.557326	0.442674	0.5573257	0.8217597
9072	-31.59716	-54.34788	22.75072	0.0457985	0.00405291	0.0269768	0.0156709	0.0643793	0.0110716	0.0137111	0.000975428	0.0118854	0.059106	0.0590633	0.0307041	0.129243	0.0440093	0.00830393	0.0794986	0.0341287	0.0340523	0.0679856	0.00464938	0.000998705	0.0190689	3.84819e-05	0.650548	1.20967	1.698859	0.3011412	0.228519	0.486794	0.798836	1.25182	2.05426	4.376	1.067347	0.1772609	0.3226734	0.0598382	0.00529535	0.0352467	0.0204749	0.084115	0.0144656	0.0179143	0.00127445	0.015529	0.0772252	0.0771694	0.0401166	0.168863	0.0575005	0.0108495	0.103869	0.044591	0.0444911	0.0888269	0.00607467	0.00130486	0.0249145	5.02786e-05	0.648372	0.351628	0.6483717	0.7653722
9108	-41.11568	-56.4411	15.32542	0.189506	0.0770315	0.0433754	0.00310836	0.297974	0.219689	0.00738788	0.0450755	0.0206136	0.351574	0.104713	0.29929	0.228614	0.105402	0.03853	0.013315	0.0263247	0.126767	0.0563756	0.0145113	0.0276927	0.313515	3.77482e-05	1.72657	0.564057	0.1764142	1.823586	0.95868	0.97963	0.9936	1.00644	1.02079	1.0431	0.0305119	10.33696	1.836595	0.0725958	0.0295092	0.0166162	0.00119075	0.114148	0.0841585	0.00283015	0.0172675	0.00789667	0.134681	0.0401133	0.114652	0.0875774	0.0403772	0.0147601	0.00510069	0.0100845	0.0485617	0.0215964	0.005559	0.0106085	0.120101	1.44606e-05	0.680051	0.319949	0.6800512	2.610423
9144	-38.95508	-56.83693	17.88185	0.0340538	0.0222065	0.0136118	0.0197791	0.0226188	0.00477417	0.124456	0.043496	0.0289706	0.209621	0.0373767	0.0728412	0.0241376	0.0477179	0.00663191	0.0556259	0.0287705	0.121252	0.0546066	0.0123827	0.0434116	0.0913971	0.0346756	0.988953	1.00663	0.3154978	1.684502	0.0939851	0.315615	0.697825	1.43302	3.16841	10.64	1.709782	5.339188	0.5894647	0.0294988	0.0192361	0.0117911	0.0171334	0.0195933	0.00413558	0.107809	0.0376779	0.0250955	0.181582	0.0323772	0.0630979	0.020909	0.0413352	0.00574482	0.0481854	0.0249221	0.105033	0.0473024	0.0107264	0.0376049	0.0791718	0.0300374	0.904834	0.0951664	0.9048336	1.154415
9180	-27.25314	-52.06202	24.80888	0.0713869	0.0189398	0.00453731	0.00453843	0.0140638	0.0107243	0.0213677	0.0304602	0.0575	0.0905013	0.0411228	0.115074	0.0336264	0.0729454	0.0391407	0.00306892	0.0438147	0.0510414	0.0245595	5.53499e-05	0.00298261	0.0388823	0.019141	0.0487627	1.57074	1.948189	0.0518111	0.41701	0.652746	0.875394	1.14234	1.53199	2.39802	0.6324285	0.02659449	0.01862662	0.0881892	0.0233976	0.00560525	0.00560664	0.017374	0.0132485	0.026397	0.0376296	0.0710337	0.111803	0.0508018	0.142158	0.041541	0.0901145	0.0483532	0.00379125	0.0541273	0.063055	0.0303401	6.83775e-05	0.00368463	0.0480341	0.0236462	0.390261	0.609739	0.3902611	0.8094745
9216	-35.49604	-59.26613	23.77008	0.280037	0.0230818	0.00406921	0.0343439	0.0347282	0.0572738	0.112706	0.0534981	0.00853898	0.146194	0.0400261	0.0703117	0.0376191	0.0307381	0.101824	0.0120281	0.071501	0.0428463	0.131965	2.56277e-05	0.0790922	0.103922	0.0431485	0.156239	1.50626	1.9303	0.06969988	0.404914	0.643443	0.871482	1.14747	1.55414	2.46966	0.6537126	0.03610831	0.0622362	0.184293	0.0151902	0.00267796	0.0226018	0.0228547	0.0376921	0.074172	0.0352073	0.00561953	0.0962108	0.0263413	0.0462724	0.0247572	0.0202289	0.0670107	0.00791572	0.047055	0.0281973	0.0868467	1.68657e-05	0.0520508	0.0683917	0.0283962	0.737861	0.262139	0.7378614	1.519519
9252	-35.94498	-57.06065	21.11567	0.0394851	0.042451	0.0773606	0.208534	0.0296365	0.0624534	0.0127845	0.00369886	0.0297147	0.0299161	0.131973	0.208492	0.0685122	0.140434	0.0535173	0.0403544	0.0277625	0.0346057	0.132721	0.00937572	0.00714655	0.00459258	0.232818	0.647936	1.21124	1.548707	0.4512934	0.139879	0.38316	0.741348	1.34889	2.60987	7.14906	1.422263	0.2914002	0.3209619	0.0242487	0.0260702	0.0475089	0.128065	0.0182005	0.0383541	0.00785125	0.00227156	0.0182485	0.0183722	0.0810474	0.12804	0.0420749	0.0862435	0.0328662	0.0247825	0.0170496	0.0212521	0.0815071	0.00575785	0.00438886	0.00282041	0.142979	0.873111	0.126889	0.8731108	1.628338
9288	-46.88055	-62.62615	15.74559	0.104472	0.375739	0.167394	0.173058	0.0684731	0.0885313	0.0766777	0.0368214	0.0667811	0.158517	0.0277751	0.225785	0.297802	0.456673	0.0411207	0.00961856	0.0724779	0.0590002	0.146918	0.0936074	0.00672732	0.0442372	0.464619	1.00816	0.995102	0.2432254	1.756775	0.75702	0.873053	0.95853	1.04326	1.14541	1.32097	0.2012774	7.222825	0.6078759	0.0320188	0.115158	0.0513035	0.0530393	0.0209858	0.0271333	0.0235004	0.0112851	0.0204672	0.0485828	0.00851258	0.0691992	0.0912711	0.139962	0.0126028	0.00294792	0.0222132	0.0180826	0.0450279	0.028689	0.00206181	0.0135579	0.142398	0.918335	0.0816651	0.9183349	3.262826
9324	-42.56241	-58.42453	15.86212	0.0493696	0.0311374	0.0106541	0.0128539	0.068703	0.0540196	0.00883524	0.000870855	0.043235	0.0111935	0.0115123	0.0959727	0.11386	0.0739159	0.00572566	0.00171996	0.00366018	0.0390996	0.024574	0.0273447	0.00728686	0.0682902	0.0728146	1.95356	0.427864	0.530622	1.469378	0.0105327	0.108539	0.500174	1.9993	9.21325	94.9425	3.292329	2.769162	2.73951	0.0590088	0.0372168	0.0127343	0.0153635	0.0821169	0.0645666	0.0105603	0.00104089	0.0516764	0.013379	0.0137601	0.114711	0.13609	0.0883476	0.00684357	0.00205577	0.00437481	0.0467336	0.0293719	0.0326836	0.00870958	0.0816235	0.0870313	0.370602	0.629398	0.3706023	0.8366488
9360	-32.04391	-52.51717	20.47326	0.0100622	0.00243227	0.0200842	0.0114122	0.0494207	0.00867125	0.050708	0.0111602	0.0657407	0.0693865	0.0649026	0.10201	0.448431	0.123907	0.0153312	0.000167323	0.151889	0.184447	0.0306837	0.0798996	0.00503003	0.0369746	0.0645298	0.688281	1.18703	0.9900033	1.009997	0.260653	0.519054	0.814989	1.22701	1.92658	3.83652	0.9722132	1.020195	0.3479006	0.00626041	0.00151328	0.0124958	0.00710032	0.030748	0.00539498	0.0315489	0.00694352	0.0409018	0.0431702	0.0403804	0.0634677	0.279	0.077091	0.00953857	0.000104103	0.0945004	0.114757	0.0190904	0.0497111	0.00312953	0.0230045	0.0401484	0.590348	0.409652	0.5903482	1.60728
9396	-34.82385	-52.72028	17.89643	0.0407055	0.0101592	0.0149303	0.116527	0.0211921	0.00254833	0.25643	0.0174809	0.0314062	0.227681	0.0427603	0.332785	0.0855872	0.0456153	0.019542	0.165056	0.018084	0.091947	0.0336368	0.0294163	0.0612395	0.125419	0.0745988	1.89402	0.463588	0.7765591	1.223441	0.326773	0.579558	0.843511	1.18552	1.72545	3.06023	0.8087445	1.575464	2.451344	0.021829	0.00544801	0.0080066	0.0624895	0.0113646	0.00136658	0.137515	0.00937439	0.0168421	0.122098	0.0229309	0.178461	0.0458975	0.0244619	0.0104797	0.0885137	0.00969781	0.049308	0.0180383	0.0157749	0.0328406	0.0672578	0.0400048	0.826238	0.173762	0.8262379	1.864748
9432	-37.42764	-53.90911	16.48148	0.0390231	0.0466919	0.0593519	0.0843524	0.0946168	0.096064	0.0497399	0.0263455	0.00152451	0.538384	0.0284289	0.0843937	0.201478	0.142749	0.0296889	0.0653833	0.247504	0.114608	0.0534813	0.0403147	0.0400713	0.057368	0.0128479	1.06924	0.958458	0.1493423	1.850658	0.626099	0.795834	0.931233	1.07384	1.25654	1.59719	0.3385741	12.39205	0.6693479	0.0181131	0.0216727	0.027549	0.0391533	0.0439177	0.0445895	0.0230875	0.0122286	0.000707624	0.249899	0.0131957	0.0391725	0.0935187	0.0662587	0.0137805	0.0303486	0.114883	0.053197	0.0248241	0.0187126	0.0185996	0.0266282	0.00596354	0.790414	0.209586	0.7904141	2.154411
9468	-44.04863	-51.50321	7.454583	0.018412	0.023604	0.0116012	0.00469223	0.0128183	0.0141344	0.00853797	0.00472507	0.00427212	0.043646	0.00303468	0.000320014	0.0463895	0.0187961	0.00105304	0.0147717	0.0121038	0.0405435	0.00197812	0.0182204	0.0143248	0.000388867	0.00224539	2.60482	0.0371079	0.07293995	1.92706	0.00422817	0.0695454	0.43532	2.29716	14.3791	236.509	3.952284	26.41982	42.11745	0.0574276	0.0736213	0.0361844	0.0146352	0.0399806	0.0440857	0.0266301	0.0147376	0.0133248	0.136133	0.00946522	0.000998131	0.14469	0.0586254	0.00328446	0.0460732	0.0377521	0.126456	0.00616981	0.0568297	0.0446793	0.00121288	0.00700341	0.765957	0.234043	0.765957	0.3206132
9504	-41.0662	-58.12758	17.06138	0.149933	0.0713349	0.134013	0.120859	0.0141547	0.100248	0.223739	0.0254969	0.106122	0.248643	0.00145066	0.046721	0.155435	0.0604725	0.0592562	0.133056	0.209705	0.185217	0.140238	0.142607	0.0475673	0.0165605	0.0550644	1.61858	0.62885	0.3893778	1.610622	0.874337	0.936606	0.979775	1.02064	1.06769	1.14372	0.09710018	4.1364	1.544326	0.0612497	0.0291413	0.0547463	0.0493727	0.00578238	0.0409527	0.0914005	0.0104158	0.0433524	0.101574	0.000592614	0.0190862	0.0634975	0.0247039	0.024207	0.0543552	0.0856674	0.0756636	0.0572894	0.0582571	0.0194319	0.00676522	0.0224946	0.925726	0.0742736	0.9257264	2.447895
9540	-44.53604	-59.90525	15.36921	0.0523945	0.0659572	0.00316731	0.0253183	0.0111284	0.012535	0.0123173	0.00347212	0.0008749	0.0698876	0.0187812	0.101728	0.0795195	0.0859445	0.0122031	0.0773735	0.0314573	0.0247361	0.0251573	0.0232128	0.00423346	0.0342522	0.0392467	1.41672	0.749971	0.1038636	1.896136	0.062988	0.259654	0.656602	1.52299	3.85128	15.876	1.999149	18.25602	1.133416	0.0642957	0.0809391	0.00388675	0.0310693	0.0136561	0.0153823	0.0151152	0.0042608	0.00107363	0.0857624	0.0230473	0.124835	0.0975821	0.105467	0.014975	0.0949486	0.0386027	0.0303548	0.0308717	0.0284855	0.00519508	0.0420325	0.0481615	0.027697	0.972303	0.02769696	0.8148984
9576	-43.44483	-61.25099	17.80616	0.114888	0.0400319	0.017915	0.0110888	0.0530835	0.00595877	0.11474	0.0748797	0.0972539	0.370826	0.0619874	0.0278883	0.133917	0.123539	0.0771214	0.00332877	0.0204123	0.00292321	0.0244833	0.137848	0.239563	0.0466429	0.0715958	1.58586	0.648487	0.3846901	1.61531	0.686441	0.832359	0.944362	1.05892	1.2014	1.45679	0.272044	4.198991	1.467282	0.0613744	0.0213855	0.00957041	0.00592375	0.0283578	0.00318324	0.0612955	0.0400016	0.0519542	0.1981	0.0331144	0.0148983	0.0715401	0.0659962	0.0411992	0.00177827	0.0109045	0.00156161	0.0130793	0.07364	0.127977	0.0249172	0.0382473	0.436913	0.563087	0.4369126	1.871917
9612	-31.2627	-54.39281	23.13011	0.114391	0.137189	0.0115166	0.000683876	0.0420311	0.0536864	0.0451471	0.011476	0.0642105	0.0328595	0.0117795	0.242415	0.103471	0.0432889	0.0333262	0.00309297	0.04169	0.0120048	0.145936	0.0148183	0.0151997	0.00613267	0.0252375	0.674786	1.19513	1.756944	0.2430557	0.614039	0.78832	0.928481	1.07703	1.26852	1.62856	0.3526389	0.13834	0.3387681	0.094414	0.113231	0.00950539	0.000564448	0.034691	0.0443109	0.0372628	0.00947191	0.0529971	0.0271211	0.00972241	0.200081	0.0854016	0.0357292	0.0275063	0.00255283	0.0344095	0.00990833	0.120451	0.0122305	0.0125453	0.0050617	0.0208302	0.8805	0.1195	0.8805003	1.211584
9648	-29.19803	-51.41616	22.21813	0.136827	0.0151748	0.00756971	0.00362522	0.108347	0.0443162	0.0168053	0.0036489	0.0270734	0.100652	0.0118841	0.0396759	0.04634	0.106196	0.0126706	0.00782897	0.0968508	0.030487	0.247317	0.0151889	0.000641607	0.00455508	0.0035445	1.29586	0.822483	1.716643	0.2833572	0.55043	0.747377	0.91316	1.0951	1.33801	1.81676	0.431712	0.1650647	0.9453297	0.12585	0.0139574	0.00696245	0.00333439	0.0996555	0.040761	0.0154572	0.00335618	0.0249015	0.0925772	0.0109307	0.036493	0.0426225	0.0976764	0.0116542	0.00720091	0.0890812	0.0280412	0.227477	0.0139704	0.000590136	0.00418966	0.00326015	0.850716	0.149284	0.850716	1.087219
9684	-28.34474	-52.06206	23.71733	0.128081	0.0319696	0.0239243	0.00697235	0.342788	0.0166556	0.270591	0.00918493	0.0121981	0.0506531	0.0610114	0.173092	0.0145656	0.0550532	0.0191123	0.00939192	0.0366452	0.0543734	0.0260906	0.00125486	0.000181697	0.0763993	0.0104611	0.142033	1.51478	1.759379	0.240621	0.570461	0.76052	0.91814	1.08916	1.31489	1.75297	0.4058663	0.1367647	0.0562589	0.0895266	0.0223462	0.0167227	0.00487356	0.239603	0.011642	0.189138	0.00642011	0.00852628	0.0354056	0.0426459	0.120988	0.0101811	0.0384812	0.0133591	0.00656479	0.0256144	0.0380061	0.0182369	0.000877127	0.000127003	0.0534018	0.00731212	0.84021	0.15979	0.8402103	1.43065
9720	-31.36489	-51.1895	19.82461	0.0444372	0.0263236	0.0113496	0.00539639	0.0714566	0.0901828	0.0462818	0.0220345	0.000445932	0.061108	0.0523088	0.254923	0.086866	0.126991	0.155479	0.0209691	0.0315859	0.00287838	0.000916139	0.0431804	0.0288025	0.022985	0.00968874	0.571289	1.25723	0.3164265	1.683574	0.665058	0.819612	0.939826	1.06403	1.22009	1.50363	0.2949263	5.320583	0.2726426	0.036526	0.0216372	0.00932903	0.00443566	0.0587351	0.0741275	0.0380422	0.0181117	0.000366543	0.0502289	0.0429962	0.209538	0.0714012	0.104383	0.127799	0.017236	0.0259627	0.00236594	0.000753038	0.035493	0.0236747	0.0188929	0.00796385	0.663758	0.336242	0.6637579	1.216591
9756	-32.86613	-53.85175	20.98562	0.027159	0.0080561	0.0697631	0.0355912	0.125455	0.0492306	0.0075068	0.0525955	0.00574741	0.0848014	0.0909875	0.265037	0.132071	0.0222965	0.065293	0.228427	0.0703369	0.00761206	0.00716537	0.096993	0.168986	0.138906	0.087476	0.736968	1.15782	1.000828	0.999172	0.906871	0.953443	0.985236	1.01499	1.04883	1.10269	0.07068404	0.9983453	0.3819081	0.0147005	0.00436056	0.0377609	0.0192646	0.0679053	0.0266472	0.00406324	0.0284686	0.00311092	0.0459008	0.0492492	0.143458	0.0714864	0.0120685	0.0353414	0.123642	0.0380715	0.00412021	0.00387843	0.0524998	0.091468	0.0751861	0.0473485	0.788212	0.211788	0.788212	1.847494
9792	-35.55661	-57.72501	22.16841	0.0323138	0.0837939	0.0830831	0.0747458	0.192347	0.0784174	0.00688169	0.0862567	0.00116326	0.155386	0.320784	0.195797	0.0391826	0.0169686	0.254401	0.13056	0.131626	0.0330613	0.0648888	0.0703437	0.170576	0.0631136	0.138829	0.0665177	1.56009	1.455967	0.5440333	0.990967	0.995584	0.99862	1.00138	1.00444	1.00912	0.006561417	0.3736578	0.02558226	0.0133279	0.034561	0.0342679	0.0308291	0.0793342	0.0323435	0.00283837	0.0355768	0.00047979	0.0640895	0.132308	0.080757	0.016161	0.00699876	0.104928	0.0538499	0.0542894	0.0136362	0.0267636	0.0290135	0.0703546	0.0260314	0.0572603	0.295031	0.704969	0.2950309	2.42452
9828	-36.83096	-54.22834	17.39738	0.0400701	0.00453461	0.0016919	0.0184366	0.0053073	0.128856	0.0185407	0.0125136	0.00107816	0.120919	0.0880081	0.0370546	0.0709812	0.020982	0.0383255	0.0184479	0.00772867	0.0299189	0.0239292	0.138652	0.0371364	0.0619985	0.0834574	1.68013	0.591924	0.353488	1.646512	0.12901	0.368339	0.73228	1.3656	2.71489	7.75136	1.48075	4.6579	1.70305	0.0397297	0.00449608	0.00167753	0.01828	0.00526222	0.127761	0.0183832	0.0124073	0.001069	0.119892	0.0872604	0.0367398	0.0703782	0.0208037	0.0379999	0.0182912	0.00766302	0.0296647	0.0237259	0.137474	0.0368209	0.0614718	0.0827484	0.839929	0.160071	0.8399291	1.008568
9864	-38.9627	-58.30452	19.34182	0.0709933	0.0206132	0.00173411	0.00417827	0.00594887	0.0436046	0.0105527	0.00625936	0.00251297	0.0921479	0.220208	0.0697623	0.0502958	0.00900929	0.00202416	0.00941637	0.0136271	0.021823	0.0423282	0.273314	0.170955	0.019405	0.305032	1.40484	0.757096	1.199087	0.8009131	0.0989579	0.323652	0.703321	1.42183	3.08974	10.1053	1.672502	0.6679358	1.113338	0.048435	0.0140633	0.00118309	0.00285061	0.00405859	0.0297491	0.00719957	0.00427043	0.00171447	0.0628676	0.150236	0.0475951	0.0343141	0.00614656	0.00138097	0.00642429	0.00929705	0.0148887	0.0288783	0.186467	0.116633	0.013239	0.208107	0.466124	0.533876	0.4661245	1.465745
9900	-31.57879	-49.39313	17.81434	0.0368956	0.00895389	0.00293162	0.0224378	0.0664224	0.0238522	0.00382964	0.00479525	0.00391364	0.104542	0.0478443	0.280169	0.0604326	0.0291268	0.0222659	0.0361088	0.143566	0.0317285	0.137398	0.0467945	0.0553749	0.0991202	0.0895083	1.8047	0.51718	0.4791039	1.520896	0.274195	0.532035	0.821293	1.21759	1.87958	3.64704	0.935591	3.17446	2.093701	0.0271688	0.00659338	0.00215876	0.0165225	0.0489115	0.017564	0.00282004	0.00353108	0.00288189	0.0769817	0.0352311	0.206308	0.0445007	0.0214481	0.0163959	0.0265895	0.105718	0.0233639	0.101176	0.0344581	0.0407764	0.0729892	0.0659113	0.738274	0.261726	0.7382738	1.358013
9936	-35.69728	-56.549	20.85172	0.0128179	0.0166251	0.0152076	0.00972153	0.00709513	0.0159952	0.00266028	0.000624994	0.000288749	0.0881685	0.00183164	0.0238712	0.0201245	0.00971694	0.0356709	0.028415	0.023144	0.044484	0.0600251	0.0298012	0.0467037	0.00767095	0.00502752	0.381458	1.37113	0.8295599	1.17044	0.0859179	0.302099	0.688361	1.45273	3.31017	11.639	1.774673	1.410917	0.1669247	0.0253473	0.0328759	0.0300729	0.0192242	0.0140305	0.0316304	0.00526068	0.00123592	0.000570997	0.174352	0.00362204	0.0472051	0.0397959	0.0192151	0.0705388	0.0561904	0.045767	0.0879666	0.118699	0.0589316	0.0923561	0.0151692	0.00994186	0.479909	0.520091	0.4799091	0.5056918
9972	-36.86813	-55.75974	18.89161	0.218273	0.444169	0.022721	0.0182134	0.162038	0.0531053	0.0510933	0.0164427	0.00960713	0.0624429	0.0452042	0.0510809	0.0360695	0.00854972	0.00198532	0.068884	0.0110647	0.0405455	0.0819395	0.0721441	0.0202003	0.260479	0.0474796	1.15562	0.906631	0.4424385	1.557562	0.777002	0.884217	0.962337	1.03914	1.13094	1.287	0.1824389	3.520402	0.7647756	0.121012	0.24625	0.0125966	0.0100976	0.0898348	0.0294419	0.0283264	0.00911591	0.00532625	0.0346187	0.0250615	0.0283195	0.0199971	0.00474001	0.00110067	0.0381897	0.00613436	0.0224787	0.0454277	0.0399971	0.0111992	0.144411	0.026323	0.637652	0.362348	0.637652	1.803732
10008	-37.8074	-56.29498	18.48757	0.0585049	0.18034	0.0132441	0.0175857	0.238935	0.189691	0.0722534	0.0150025	0.00104092	0.114664	0.113406	0.0369328	0.109961	0.065891	0.0165652	0.0365112	0.00732334	0.0300632	0.026438	0.0631373	0.0931076	0.199569	0.0498861	1.05718	0.965691	0.5710446	1.428955	0.180766	0.434204	0.770845	1.29728	2.30306	5.532	1.236846	2.502353	0.656844	0.0334303	0.103048	0.00756781	0.0100486	0.13653	0.108392	0.0412864	0.00857259	0.000594794	0.0655204	0.0648012	0.0211038	0.062833	0.0376509	0.00946554	0.0208629	0.00418464	0.0171784	0.015107	0.0360774	0.0532027	0.114036	0.0285055	0.884057	0.115943	0.8840575	1.750054
10044	-44.57196	-62.04859	17.47663	0.30337	0.021538	0.0243842	0.01192	0.185357	0.0679933	0.0426394	0.0233474	0.19012	0.188777	0.101097	0.0520547	0.0396852	0.0172201	0.149896	0.104688	0.0513863	0.17278	0.0495244	0.0392249	0.0126941	0.0330492	0.0101044	0.76791	1.13925	0.2106904	1.78931	0.351292	0.600373	0.852848	1.17254	1.66563	2.84664	0.7564301	8.492601	0.4044278	0.160272	0.0113786	0.0128823	0.00629739	0.0979248	0.0359211	0.0225266	0.0123345	0.100441	0.0997314	0.05341	0.0275007	0.0209659	0.00909742	0.0791904	0.0553071	0.0271476	0.0912802	0.0261639	0.0207227	0.00670635	0.01746	0.00533818	0.715346	0.284654	0.7153464	1.89285
10080	-42.24081	-61.82583	19.58502	0.0186384	0.0287169	0.0119681	6.99666e-05	0.0197026	0.00441	0.00985244	0.00098219	0.00979111	0.0368862	0.0769606	0.0316586	0.0486189	0.00131588	0.0933365	0.00965734	0.012401	0.0334362	0.00165677	0.0070416	0.0253671	0.018571	0.0256218	0.123386	1.52597	0.2929644	1.707036	0.0901191	0.309216	0.693379	1.44221	3.23399	11.0964	1.740155	5.826768	0.0485145	0.0353898	0.0545264	0.0227245	0.000132849	0.0374104	0.0083735	0.0187074	0.00186494	0.0185909	0.0700377	0.146129	0.0601119	0.0923152	0.00249854	0.177223	0.0183369	0.0235464	0.0634871	0.00314581	0.0133703	0.048166	0.0352618	0.0486495	0.872142	0.127858	0.8721416	0.5266613
10116	-42.08042	-55.76003	13.6796	0.00798057	0.100174	0.00892061	0.000143587	0.0346778	0.0568018	0.0366605	0.0088913	0.00839692	0.144913	0.0653429	0.0172294	0.109599	0.0159823	0.0788038	0.0444829	0.0812769	0.0297601	0.0132447	0.0147184	0.037097	0.0296588	0.0236208	2.20884	0.274699	0.1055951	1.894405	0.0797728	0.291361	0.680632	1.46922	3.43217	12.5356	1.828332	17.94027	4.824566	0.00824117	0.103445	0.00921191	0.000148275	0.0358102	0.0586566	0.0378576	0.00918164	0.00867112	0.149646	0.0674766	0.0177921	0.113178	0.0165042	0.0813771	0.0459354	0.083931	0.0307319	0.0136772	0.015199	0.0383084	0.0306273	0.0243921	0.322919	0.677081	0.3229186	0.968378
10152	-38.85197	-54.25789	15.40592	0.0255141	0.0304457	0.00682803	0.11416	0.10243	0.0248431	0.173734	0.0887091	0.0023617	0.127049	0.14079	0.206929	0.313239	0.0309083	0.219517	0.0210079	0.497357	0.277538	0.13299	0.00529957	0.034378	0.0452721	0.105349	0.669556	1.19827	0.08973506	1.910265	0.813445	0.904205	0.969072	1.03192	1.10594	1.22934	0.1492972	21.28783	0.3352621	0.00935731	0.011166	0.00250418	0.0418683	0.0375664	0.00911123	0.0637171	0.0325341	0.000866152	0.0465954	0.051635	0.0758912	0.114881	0.0113356	0.0805077	0.00770466	0.182406	0.101787	0.048774	0.00194362	0.0126081	0.0166036	0.0386368	0.747235	0.252765	0.7472349	2.726651
10188	-39.90416	-53.85926	13.9551	0.307163	0.0113994	0.0881548	0.06665	0.0463015	0.0818871	0.0747064	0.0784426	0.00708109	0.187012	0.0206812	0.214938	0.206226	0.302121	0.469817	0.0533447	0.0281767	0.350393	0.16531	0.170489	0.185498	0.01088	0.101803	1.76393	0.541644	0.1814403	1.81856	0.612778	0.78753	0.928191	1.07736	1.26979	1.63191	0.3541243	10.02291	1.953971	0.0951419	0.00353088	0.0273054	0.0206444	0.0143416	0.025364	0.0231398	0.0242971	0.00219333	0.0579259	0.00640586	0.0665758	0.0638773	0.09358	0.145523	0.0165232	0.00872755	0.108532	0.0512036	0.0528079	0.0574567	0.00337002	0.0315328	0.745184	0.254816	0.7451841	3.228474
