Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	rate_neo	root_freqs[1]	root_freqs[2]	tree_length
0	-32.76212	-54.91677	22.15465	0.3442746	0.7228148	0.3731974	0.622849	0.377151	0.965143
6	-28.16311	-50.9638	22.80069	0.02960703	0.3072593	0.5107903	0.306508	0.693492	1.077288
12	-28.17375	-51.25896	23.0852	0.6266887	0.1621679	0.4302041	0.180776	0.819224	0.6634262
18	-27.30609	-50.13129	22.82521	0.2466283	0.3367973	0.2990956	0.251841	0.748159	1.169422
24	-32.69382	-54.34842	21.6546	1.212471	1.520573	0.05930809	0.437712	0.562288	0.7798569
30	-34.84513	-55.43198	20.58685	0.6545049	0.6016851	1.991581	0.893853	0.106147	0.7307775
36	-34.58953	-54.50116	19.91163	0.4742752	0.7715311	1.991581	0.667312	0.332688	1.354729
42	-35.44156	-53.41813	17.97657	1.280666	0.5632471	5.859436	0.988874	0.0111262	1.354729
48	-33.57365	-55.43197	21.85832	1.413694	0.5632471	0.24958	0.738108	0.261892	0.5455063
54	-31.20731	-54.22279	23.01548	0.8716509	0.1082392	0.24958	0.36157	0.63843	1.144961
60	-30.39695	-53.18827	22.79132	0.2577823	0.3843446	0.08357256	0.310611	0.689389	1.646136
66	-30.7812	-53.30641	22.52521	0.1023707	0.2417639	0.3256648	0.536722	0.463278	1.646136
72	-30.94323	-54.61875	23.67552	0.1556362	0.1320506	0.01566836	0.088849	0.911151	1.768632
78	-27.6277	-51.44286	23.81516	0.6050001	0.05728722	0.01277387	0.105884	0.894116	1.570874
84	-29.94223	-52.7738	22.83157	0.1457881	0.0668982	0.1091225	0.441395	0.558605	2.259452
90	-31.15928	-53.99376	22.83448	0.5599554	0.1595	0.2127773	0.124003	0.875997	1.471909
96	-29.67767	-53.24835	23.57068	0.6399451	0.1595	0.1351494	0.103344	0.896656	0.9935765
102	-31.48939	-54.14236	22.65297	1.235056	0.3500903	0.1034643	0.486311	0.513689	0.9359996
108	-30.51587	-52.6612	22.14533	0.1385564	0.1773022	0.04557918	0.0974817	0.902518	2.607804
114	-25.21426	-48.63889	23.42463	1.359288	0.1837353	0.04074127	0.308732	0.691268	0.3380273
120	-27.73565	-50.56037	22.82472	1.359288	0.1837353	0.09650491	0.415491	0.584509	1.091338
126	-30.50352	-53.75953	23.256	0.7832252	0.1837353	0.1644322	0.326331	0.673669	0.9830068
132	-31.65282	-53.26956	21.61675	1.265069	1.317626	0.06179929	0.816878	0.183122	0.9347951
138	-31.31228	-53.3519	22.03963	0.5597424	0.4089926	0.1930257	0.623899	0.376101	1.643756
144	-31.05054	-52.65979	21.60925	0.4863955	0.3833236	0.163452	0.396999	0.603001	2.087157
150	-33.04892	-54.05174	21.00283	2.207654	0.7959589	0.163452	0.950643	0.0493568	0.5671422
156	-34.10549	-58.20344	24.09796	1.104559	0.042092	0.04919452	0.789949	0.210051	0.8684687
162	-31.21677	-54.48687	23.2701	1.714387	0.04083667	0.1362352	0.787528	0.212472	0.3913037
168	-36.61371	-60.87724	24.26353	0.281421	0.03909142	0.2890375	0.513952	0.486048	0.3913037
174	-33.56575	-57.40328	23.83753	0.8578655	0.03119949	0.09166034	0.430435	0.569565	1.213968
180	-29.29099	-53.63451	24.34352	0.3518741	0.03119949	0.09166034	0.867712	0.132288	1.213968
186	-32.13884	-56.63047	24.49164	0.630749	0.04346303	0.09166034	0.810081	0.189919	0.686543
192	-33.23757	-55.68599	22.44842	0.8330454	0.4141535	0.1741273	0.524074	0.475926	1.148033
198	-34.35684	-57.68005	23.32321	0.8330454	0.1749404	0.09488158	0.792619	0.207381	1.148033
204	-35.94984	-58.16048	22.21064	1.689838	0.3016455	0.09488158	0.807659	0.192341	1.067166
210	-33.93839	-57.48438	23.54599	0.5735172	0.08988303	0.193573	0.751824	0.248176	1.148257
216	-35.02131	-58.06492	23.04361	0.5735172	0.1447629	0.3009431	0.991649	0.00835064	1.148257
222	-39.47415	-59.74488	20.27073	1.236231	0.2497482	0.6538415	0.975692	0.024308	2.016169
228	-39.19947	-59.40348	20.20401	0.2191311	0.2497482	0.3591127	0.700498	0.299502	3.002558
234	-32.91517	-55.24112	22.32595	0.9566795	0.3248978	0.3591127	0.559041	0.440959	0.8538357
240	-35.96002	-56.98627	21.02626	0.8690918	1.493223	0.3591127	0.944073	0.0559272	0.8538357
246	-36.50563	-58.69694	22.19131	0.645473	0.4130403	0.3591127	0.944073	0.0559272	1.124593
252	-41.58635	-61.4081	19.82175	0.7832051	0.6967992	0.08824365	0.975046	0.0249535	2.890765
258	-40.23331	-59.07685	18.84354	1.947003	0.3172996	0.08824365	0.834485	0.165515	3.161926
264	-36.11627	-58.21299	22.09672	2.313046	0.3172996	0.05189749	0.0542027	0.945797	0.641366
270	-34.33569	-55.39225	21.05656	2.313046	0.4946233	0.05189749	0.788636	0.211364	0.1101985
276	-36.12835	-57.42443	21.29608	0.7948344	0.4946233	0.3991688	0.634363	0.365637	1.543609
282	-35.01189	-55.9549	20.94302	0.6086684	0.8745502	0.4116939	0.376198	0.623802	1.547373
288	-31.81707	-53.5529	21.73583	0.7610017	0.5620051	0.6679243	0.772224	0.227776	0.5980371
294	-34.5513	-56.02679	21.4755	1.020489	0.3127086	0.4447273	0.872034	0.127966	1.43961
300	-34.90212	-57.73579	22.83367	0.251224	0.3127086	0.35106	0.18814	0.81186	1.102611
306	-35.90926	-58.44372	22.53445	0.5504419	0.3127086	0.35106	0.698219	0.301781	1.102611
312	-38.71033	-54.47445	15.76413	1.501636	8.073682	4.156763	0.704863	0.295137	0.600286
318	-38.10668	-53.41241	15.30573	1.501636	6.433812	4.628472	0.895665	0.104335	1.319094
324	-43.73993	-57.0865	13.34657	2.018907	14.08573	4.628472	0.895665	0.104335	1.487658
330	-36.77877	-53.10122	16.32245	1.682325	14.08573	0.09783839	0.524944	0.475056	2.070735
336	-41.65499	-49.77597	8.120972	3.79113	11.85794	67.80918	0.737161	0.262839	0.4428637
